HPM20_mon output - time series of water dynamics - units: depth/thickness: m or m/y; time: y 
 time  annWTD   annPPT   annSnow  annRain  annSublim  annAET   annPET   annRUNOFF annRUNON   annNetWatIn  
  565.5   -0.02028    0.44430    0.17282    0.27422    0.06837    0.31069    0.37906    0.39729    0.31095    0.00000   
  566.5   -0.02064    0.44997    0.20507    0.24201    0.04206    0.33821    0.41746    0.37888    0.33383    0.00000   
  567.5   -0.01863    0.43833    0.18231    0.25800    0.05522    0.25733    0.38694    0.64247    0.42950    0.00000   
  568.5   -0.01410    0.47560    0.19639    0.28361    0.03599    0.28512    0.36021    0.61343    0.44422    0.00000   
  569.5   -0.02406    0.44880    0.18920    0.26116    0.07282    0.29388    0.36741    0.08859    0.07699    0.00000   
  570.5   -0.01998    0.39331    0.18394    0.21027    0.07091    0.22697    0.37252    0.50385    0.40063    0.00000   
  571.5   -0.02589    0.46815    0.18200    0.28562    0.07133    0.27580    0.34712    0.12833    0.00000    0.00000   
  572.5   -0.02104    0.44565    0.19363    0.25162    0.07107    0.28764    0.35871    0.29036    0.19427    0.00000   
  573.5   -0.01725    0.38176    0.19101    0.19334    0.05570    0.28192    0.34053    0.46519    0.44381    0.00000   
  574.5   -0.01755    0.46881    0.18404    0.28606    0.05976    0.29322    0.35298    0.15225    0.00000    0.00000   
  575.5   -0.01206    0.46643    0.22047    0.24596    0.07600    0.22953    0.37193    0.59553    0.43868    0.00000   
  576.5   -0.01880    0.37810    0.19051    0.18690    0.08668    0.23209    0.31939    0.53005    0.44354    0.00000   
  577.5   -0.01580    0.43711    0.16489    0.27616    0.07024    0.29782    0.37168    0.51286    0.44342    0.00000   
  578.5   -0.02180    0.40277    0.19000    0.21200    0.06236    0.20510    0.33624    0.43121    0.30322    0.00000   
  579.5   -0.02403    0.42239    0.18518    0.23276    0.07496    0.28745    0.36241    0.18306    0.12282    0.00000   
  580.5   -0.02344    0.49028    0.23291    0.25829    0.07090    0.25967    0.33058    0.17161    0.02777    0.00000   
  581.5   -0.02328    0.43827    0.16128    0.27969    0.07097    0.26219    0.33315    0.28879    0.13282    0.00000   
  582.5   -0.01776    0.44864    0.19885    0.24924    0.06478    0.29867    0.36345    0.51201    0.44276    0.00000   
  583.5   -0.02637    0.43621    0.17904    0.25744    0.07445    0.28137    0.35582    0.17454    0.06031    0.00000   
  584.5   -0.01832    0.41088    0.20251    0.20671    0.06103    0.21732    0.34341    0.53964    0.44294    0.00000   
  585.5   -0.02598    0.40134    0.18447    0.21707    0.06093    0.20239    0.32145    0.23688    0.08064    0.00000   
  586.5   -0.02427    0.50894    0.20533    0.30909    0.07221    0.22699    0.36406    0.24144    0.00000    0.00000   
  587.5   -0.01434    0.39048    0.21108    0.18239    0.06921    0.28736    0.36500    0.44288    0.44255    0.00000   
  588.5   -0.02219    0.39803    0.23729    0.16033    0.06456    0.20694    0.33472    0.40716    0.27658    0.00000   
  589.5   -0.02128    0.42822    0.14994    0.27872    0.06254    0.21714    0.34135    0.50436    0.33030    0.00000   
  590.5   -0.01585    0.38217    0.19285    0.18921    0.07116    0.28427    0.35974    0.48454    0.44229    0.00000   
  591.5   -0.02400    0.44347    0.18993    0.25675    0.06054    0.21631    0.34470    0.28178    0.11075    0.00000   
  592.5   -0.01933    0.47368    0.16489    0.31049    0.06919    0.32267    0.39292    0.45309    0.30097    0.00000   
  593.5   -0.01955    0.46678    0.22715    0.23861    0.06821    0.29404    0.36225    0.27669    0.26079    0.00000   
  594.5   -0.02398    0.50560    0.25418    0.24939    0.07679    0.20013    0.34384    0.22032    0.01417    0.00000   
  595.5   -0.02424    0.41025    0.18457    0.22332    0.07794    0.21899    0.36107    0.34304    0.17149    0.00000   
  596.5   -0.02507    0.38758    0.16116    0.22561    0.06679    0.27525    0.34205    0.17587    0.12904    0.00000   
  597.5   -0.02349    0.53639    0.21122    0.32802    0.06909    0.30150    0.37059    0.37377    0.21277    0.00000   
  598.5   -0.02057    0.38310    0.17489    0.21028    0.07634    0.21442    0.35547    0.48613    0.36724    0.00000   
  599.5   -0.02244    0.44893    0.19486    0.25248    0.08148    0.27973    0.36120    0.34839    0.26824    0.00000   
  600.5   -0.01883    0.47399    0.21503    0.26054    0.03317    0.32437    0.39904    0.40154    0.32171    0.00000   
  601.5   -0.02306    0.48183    0.21631    0.26232    0.08511    0.21713    0.37248    0.44502    0.23515    0.00000   
  602.5   -0.01104    0.37521    0.21569    0.16052    0.07497    0.30257    0.39163    0.46154    0.44157    0.00000   
  603.5   -0.01833    0.42515    0.13333    0.29318    0.05839    0.36447    0.42427    0.27343    0.24065    0.00000   
  604.5   -0.01200    0.42737    0.24676    0.17951    0.09085    0.20949    0.37625    0.54191    0.44173    0.00000   
  605.5   -0.01781    0.38927    0.22552    0.16107    0.08366    0.20485    0.35463    0.58230    0.44166    0.00000   
  606.5   -0.02404    0.44269    0.14143    0.30634    0.06379    0.30159    0.36537    0.11909    0.04324    0.00000   
  607.5   -0.01905    0.47170    0.23778    0.23826    0.06170    0.22832    0.35764    0.49658    0.32326    0.00000   
  608.5   -0.02312    0.37470    0.19702    0.18083    0.06966    0.19152    0.32092    0.34871    0.23212    0.00000   
  609.5   -0.02054    0.41845    0.17776    0.23918    0.06723    0.21831    0.34846    0.52032    0.36843    0.00000   
  610.5   -0.02031    0.46492    0.20629    0.26009    0.09152    0.20251    0.36492    0.40958    0.24807    0.00000   
  611.5   -0.01512    0.45329    0.26030    0.19093    0.08192    0.22419    0.38143    0.58525    0.44104    0.00000   
  612.5   -0.02153    0.43293    0.16047    0.27289    0.05158    0.23070    0.38045    0.49396    0.30860    0.00000   
  613.5   -0.01814    0.48411    0.21075    0.27454    0.03693    0.30949    0.38462    0.46133    0.35786    0.00000   
  614.5   -0.02179    0.49230    0.21843    0.27229    0.07651    0.22684    0.36728    0.50698    0.29535    0.00000   
  615.5   -0.02201    0.44305    0.15051    0.29322    0.07072    0.24746    0.39075    0.46667    0.29073    0.00000   
  616.5   -0.02312    0.42591    0.16179    0.26404    0.05933    0.28720    0.34653    0.29100    0.23199    0.00000   
  617.5   -0.01938    0.39867    0.18999    0.20948    0.02828    0.28654    0.35446    0.30251    0.24134    0.00000   
  618.5   -0.01474    0.42118    0.17621    0.24630    0.06724    0.31570    0.38294    0.51087    0.43021    0.00000   
  619.5   -0.01717    0.50621    0.25767    0.24881    0.09043    0.22827    0.38913    0.60944    0.44118    0.00000   
  620.5   -0.01460    0.49186    0.24564    0.24820    0.08359    0.33911    0.43025    0.50463    0.44124    0.00000   
  621.5   -0.02335    0.44373    0.16812    0.27828    0.06286    0.21651    0.34713    0.41111    0.17375    0.00000   
  622.5   -0.02653    0.49229    0.17583    0.31653    0.06194    0.29404    0.35598    0.17817    0.05154    0.00000   
  623.5   -0.01795    0.44742    0.22411    0.22575    0.07118    0.20162    0.33542    0.60673    0.44145    0.00000   
  624.5   -0.02306    0.50986    0.23275    0.27841    0.06513    0.20779    0.33857    0.44666    0.23490    0.00000   
  625.5   -0.02103    0.43449    0.21837    0.21165    0.07011    0.21695    0.35436    0.53504    0.34264    0.00000   
  626.5   -0.01906    0.40231    0.13088    0.27243    0.03647    0.32648    0.40150    0.27164    0.20719    0.00000   
  627.5   -0.00371    0.44605    0.21335    0.23511    0.06988    0.31609    0.41060    0.45732    0.44115    0.00000   
  628.5   -0.02556    0.45123    0.19852    0.25383    0.07008    0.26109    0.33117    0.24121    0.10279    0.00000   
  629.5   -0.01889    0.44481    0.18031    0.26116    0.07220    0.23886    0.37475    0.60049    0.44103    0.00000   
  630.5   -0.01701    0.44756    0.19783    0.25153    0.07865    0.24088    0.38576    0.56775    0.44092    0.00000   
  631.5   -0.01696    0.49483    0.24262    0.25323    0.06090    0.34913    0.41502    0.54095    0.44080    0.00000   
  632.5   -0.02151    0.41104    0.19235    0.21755    0.08315    0.31187    0.39503    0.34015    0.31695    0.00000   
  633.5   -0.01578    0.39246    0.20920    0.18391    0.07475    0.23174    0.38576    0.54065    0.44087    0.00000   
  634.5   -0.01984    0.39638    0.16831    0.22950    0.05916    0.28451    0.34367    0.40912    0.34883    0.00000   
  635.5   -0.02114    0.45273    0.17128    0.28390    0.06447    0.23533    0.35932    0.45111    0.26119    0.00000   
  636.5   -0.01748    0.46907    0.22934    0.23978    0.06771    0.30832    0.39208    0.44145    0.39797    0.00000   
  637.5   -0.01996    0.50707    0.23508    0.26706    0.08004    0.28462    0.36466    0.18656    0.02170    0.00000   
  638.5   -0.01867    0.41633    0.19776    0.21580    0.07313    0.19727    0.34378    0.36074    0.22129    0.00000   
  639.5   -0.02636    0.53356    0.22559    0.30956    0.07000    0.20981    0.35049    0.23934    0.00000    0.00000   
  640.5   -0.02225    0.45497    0.21379    0.24010    0.07616    0.28263    0.35879    0.38685    0.27748    0.00000   
  641.5   -0.02183    0.52458    0.25102    0.27324    0.07362    0.21914    0.36317    0.51453    0.29953    0.00000   
  642.5   -0.02097    0.38891    0.14081    0.24744    0.09409    0.29277    0.38686    0.43127    0.34476    0.00000   
  643.5   -0.02244    0.44715    0.17364    0.27267    0.07696    0.31079    0.38774    0.29917    0.26628    0.00000   
  644.5   -0.00597    0.39310    0.18433    0.20686    0.06363    0.25457    0.40773    0.50570    0.43997    0.00000   
  645.5   -0.01080    0.41416    0.18993    0.22527    0.07426    0.27207    0.35526    0.51878    0.43979    0.00000   
  646.5   -0.02071    0.52661    0.24469    0.28058    0.07412    0.30353    0.37765    0.50213    0.33576    0.00000   
  647.5   -0.01728    0.49644    0.25321    0.24147    0.06670    0.22187    0.36269    0.63029    0.43972    0.00000   
  648.5   -0.01604    0.40334    0.22046    0.18559    0.07276    0.23310    0.38284    0.56206    0.43962    0.00000   
  649.5   -0.02622    0.56571    0.25946    0.30503    0.07361    0.28169    0.35530    0.22591    0.01834    0.00000   
  650.5   -0.02502    0.51675    0.17538    0.34032    0.06132    0.30252    0.36384    0.19884    0.00000    0.00000   
  651.5   -0.02176    0.45994    0.21085    0.25342    0.05216    0.21726    0.34326    0.38437    0.22761    0.00000   
  652.5   -0.02223    0.45638    0.17058    0.28693    0.06134    0.23284    0.36663    0.48552    0.27766    0.00000   
  653.5   -0.02137    0.49461    0.21081    0.28955    0.07822    0.29605    0.37427    0.33022    0.23952    0.00000   
  654.5   -0.02132    0.45838    0.15533    0.30455    0.07028    0.31511    0.38865    0.32326    0.22265    0.00000   
  655.5   -0.01968    0.40182    0.20172    0.19834    0.06888    0.28401    0.35288    0.45672    0.41196    0.00000   
  656.5   -0.02281    0.52398    0.19718    0.32738    0.07125    0.31618    0.38743    0.39086    0.24722    0.00000   
  657.5   -0.02405    0.51471    0.18886    0.32852    0.06945    0.29970    0.36916    0.32844    0.18196    0.00000   
  658.5   -0.01593    0.47260    0.21832    0.25868    0.07021    0.31754    0.39347    0.52429    0.43933    0.00000   
  659.5   -0.02631    0.58792    0.28354    0.30422    0.08124    0.26678    0.34802    0.21507    0.00000    0.00000   
  660.5   -0.02304    0.47975    0.21150    0.26771    0.07534    0.23433    0.38503    0.42211    0.23513    0.00000   
  661.5   -0.02575    0.52955    0.20166    0.32604    0.06750    0.23171    0.36920    0.32584    0.05474    0.00000   
  662.5   -0.01586    0.48907    0.19420    0.29356    0.04642    0.33166    0.41958    0.51970    0.42772    0.00000   
  663.5   -0.02613    0.40950    0.18208    0.22413    0.05923    0.21357    0.33806    0.22364    0.07239    0.00000   
  664.5   -0.01816    0.45529    0.17005    0.28853    0.06905    0.33167    0.40208    0.52250    0.43887    0.00000   
  665.5   -0.02286    0.42020    0.19033    0.23020    0.06181    0.20867    0.33560    0.36393    0.24419    0.00000   
  666.5   -0.02055    0.41204    0.16888    0.24430    0.06840    0.21931    0.35807    0.52668    0.36611    0.00000   
  667.5   -0.01728    0.49399    0.21734    0.27505    0.07461    0.33152    0.40958    0.51806    0.43876    0.00000   
  668.5   -0.01476    0.40308    0.18514    0.22087    0.06027    0.30617    0.37441    0.47281    0.43868    0.00000   
  669.5   -0.02565    0.43634    0.17501    0.25952    0.06559    0.19571    0.32841    0.31008    0.09745    0.00000   
  670.5   -0.01467    0.43645    0.20551    0.23472    0.06986    0.29939    0.37763    0.47534    0.43846    0.00000   
  671.5   -0.01670    0.44270    0.22587    0.21538    0.07745    0.30151    0.38352    0.54007    0.43839    0.00000   
  672.5   -0.01695    0.38154    0.16698    0.21638    0.06101    0.23202    0.36383    0.45124    0.29844    0.00000   
  673.5   -0.01639    0.50839    0.25163    0.25916    0.07035    0.20021    0.33486    0.16218    0.00000    0.00000   
  674.5   -0.01976    0.43300    0.21729    0.21971    0.06926    0.19875    0.33524    0.33330    0.12742    0.00000   
  675.5   -0.01810    0.40031    0.21328    0.18666    0.07001    0.27488    0.34682    0.46218    0.43792    0.00000   
  676.5   -0.01166    0.39154    0.17986    0.21019    0.05998    0.33985    0.41379    0.47932    0.43778    0.00000   
  677.5   -0.02276    0.52110    0.27823    0.24600    0.09069    0.18172    0.36189    0.29153    0.11808    0.00000   
  678.5   -0.01418    0.45452    0.22051    0.23240    0.06980    0.29919    0.37757    0.62272    0.43764    0.00000   
  679.5   -0.01899    0.49905    0.22546    0.27975    0.06347    0.23740    0.36632    0.61913    0.43090    0.00000   
  680.5   -0.01993    0.45528    0.24274    0.21540    0.06484    0.28159    0.34643    0.43520    0.36643    0.00000   
  681.5   -0.02416    0.43201    0.18571    0.24981    0.07651    0.19363    0.33556    0.37614    0.13405    0.00000   
  682.5   -0.02244    0.36725    0.16067    0.21048    0.06361    0.25433    0.31793    0.31814    0.22833    0.00000   
  683.5   -0.02387    0.45974    0.24160    0.21224    0.07156    0.27434    0.34590    0.21369    0.19039    0.00000   
  684.5   -0.02589    0.45874    0.19106    0.26891    0.06917    0.28744    0.35661    0.20909    0.08422    0.00000   
  685.5   -0.02200    0.48651    0.20525    0.28308    0.07071    0.21195    0.35376    0.54046    0.28829    0.00000   
  686.5   -0.02269    0.41268    0.16535    0.24871    0.06422    0.29857    0.36279    0.31864    0.25217    0.00000   
  687.5   -0.02491    0.43195    0.17054    0.25953    0.06581    0.28105    0.34687    0.15574    0.09860    0.00000   
  688.5   -0.01618    0.38980    0.18159    0.20918    0.07166    0.28662    0.35978    0.46492    0.43719    0.00000   
  689.5   -0.02212    0.52105    0.20768    0.31621    0.06432    0.27254    0.33686    0.29561    0.10389    0.00000   
  690.5   -0.01790    0.54769    0.17196    0.37607    0.05150    0.35952    0.45228    0.54469    0.37373    0.00000   
  691.5   -0.01370    0.43235    0.20581    0.22358    0.07334    0.31214    0.39559    0.46915    0.43744    0.00000   
  692.5   -0.01932    0.48774    0.18849    0.29518    0.05270    0.30884    0.38697    0.50312    0.38045    0.00000   
  693.5   -0.02233    0.48341    0.20654    0.27683    0.09277    0.20499    0.37119    0.45468    0.27125    0.00000   
  694.5   -0.02430    0.46141    0.20542    0.26417    0.05965    0.28743    0.34709    0.16839    0.04870    0.00000   
  695.5   -0.01432    0.40604    0.18034    0.22490    0.04715    0.22351    0.34810    0.61456    0.43743    0.00000   
  696.5   -0.01639    0.55768    0.31003    0.24931    0.07899    0.19892    0.35612    0.63332    0.43743    0.00000   
  697.5   -0.03000    0.53423    0.17554    0.36100    0.06234    0.21091    0.34624    0.36599    0.00000    0.00000   
  698.5   -0.02330    0.43099    0.15502    0.27686    0.06978    0.30045    0.37023    0.28631    0.22020    0.00000   
  699.5   -0.01400    0.44218    0.13419    0.30859    0.02859    0.30826    0.38324    0.56209    0.43711    0.00000   
  700.5   -0.02285    0.50140    0.21664    0.28347    0.07296    0.18515    0.32861    0.45668    0.24414    0.00000   
  701.5   -0.02500    0.48542    0.24468    0.24346    0.07369    0.25893    0.33261    0.20534    0.07491    0.00000   
  702.5   -0.01720    0.39992    0.20348    0.19503    0.06296    0.18476    0.31539    0.40647    0.20641    0.00000   
  703.5   -0.01706    0.39243    0.16958    0.22756    0.05912    0.27896    0.33809    0.33184    0.28821    0.00000   
  704.5   -0.02127    0.41026    0.13580    0.27471    0.06554    0.23929    0.36986    0.47433    0.32670    0.00000   
  705.5   -0.01909    0.44438    0.16739    0.28262    0.04790    0.31431    0.40545    0.45773    0.38812    0.00000   
  706.5   -0.02287    0.51097    0.21836    0.29304    0.07121    0.31350    0.38471    0.36828    0.24263    0.00000   
  707.5   -0.02105    0.45886    0.24001    0.21985    0.06624    0.28753    0.35377    0.43306    0.33775    0.00000   
  708.5   -0.01873    0.43692    0.18931    0.24605    0.07317    0.24924    0.39179    0.57800    0.43641    0.00000   
  709.5   -0.01686    0.42584    0.16851    0.25706    0.07583    0.24349    0.39159    0.57568    0.43628    0.00000   
  710.5   -0.01283    0.49196    0.23817    0.25130    0.07001    0.30904    0.39523    0.53804    0.48169    0.00000   
  711.5   -0.02127    0.43746    0.17786    0.26331    0.08243    0.32317    0.40560    0.39462    0.29772    0.00000   
  712.5   -0.02373    0.48901    0.21831    0.27422    0.05728    0.22088    0.34447    0.38139    0.19731    0.00000   
  713.5   -0.02061    0.42864    0.17122    0.25367    0.07519    0.27395    0.34914    0.47292    0.36015    0.00000   
  714.5   -0.01707    0.50835    0.24765    0.25402    0.07486    0.24512    0.39523    0.59283    0.43585    0.00000   
  715.5   -0.01363    0.41318    0.21280    0.19973    0.06902    0.29670    0.37497    0.51213    0.43573    0.00000   
  716.5   -0.02205    0.42607    0.14172    0.28469    0.06929    0.22716    0.36058    0.44424    0.27836    0.00000   
  717.5   -0.02099    0.43027    0.23380    0.19598    0.08336    0.19813    0.34573    0.45377    0.34024    0.00000   
  718.5   -0.02223    0.48333    0.23206    0.24623    0.08290    0.28280    0.36570    0.39500    0.27514    0.00000   
  719.5   -0.02436    0.41528    0.14674    0.26776    0.07795    0.27426    0.35221    0.23804    0.12926    0.00000   
  720.5   -0.01940    0.43062    0.19302    0.23685    0.06641    0.24109    0.37175    0.54665    0.42314    0.00000   
  721.5   -0.01571    0.49248    0.18792    0.30505    0.07401    0.30513    0.38359    0.55190    0.43521    0.00000   
  722.5   -0.01320    0.43161    0.18997    0.24316    0.06334    0.34352    0.41770    0.48351    0.43522    0.00000   
  723.5   -0.02048    0.43312    0.19721    0.23321    0.06069    0.28502    0.34571    0.37692    0.31085    0.00000   
  724.5   -0.01250    0.35478    0.17164    0.18385    0.07874    0.22882    0.38021    0.51898    0.43514    0.00000   
  725.5   -0.02358    0.43470    0.20282    0.23442    0.06720    0.21927    0.35164    0.26224    0.11957    0.00000   
  726.5   -0.01133    0.45623    0.20099    0.25691    0.03212    0.29355    0.37476    0.54667    0.43509    0.00000   
  727.5   -0.02024    0.38800    0.13154    0.25528    0.05412    0.30049    0.35462    0.44492    0.34165    0.00000   
  728.5   -0.01660    0.44511    0.20262    0.23805    0.06977    0.31195    0.39507    0.37326    0.36430    0.00000   
  729.5   -0.02693    0.49505    0.16408    0.33435    0.06386    0.24036    0.37781    0.22996    0.00000    0.00000   
  730.5   -0.02233    0.46368    0.20162    0.26136    0.06308    0.22653    0.35576    0.43351    0.26989    0.00000   
  731.5   -0.01689    0.36334    0.18561    0.17668    0.06080    0.22386    0.35860    0.53469    0.43489    0.00000   
  732.5   -0.02334    0.50119    0.20180    0.29973    0.07794    0.28752    0.36547    0.35484    0.21713    0.00000   
  733.5   -0.00872    0.40034    0.17584    0.22553    0.07136    0.34958    0.44082    0.42461    0.43477    0.00000   
  734.5   -0.02597    0.53439    0.17668    0.35828    0.06446    0.26035    0.39176    0.29623    0.07961    0.00000   
  735.5   -0.02145    0.47861    0.21553    0.26819    0.07082    0.30687    0.37770    0.40769    0.31530    0.00000   
  736.5   -0.02089    0.51204    0.25578    0.25720    0.04383    0.34540    0.43097    0.44601    0.33748    0.00000   
  737.5   -0.01829    0.47182    0.22557    0.25112    0.08798    0.23035    0.39538    0.62258    0.43459    0.00000   
  738.5   -0.01100    0.43653    0.14611    0.28910    0.07150    0.38456    0.47283    0.55486    0.51708    0.00000   
  739.5   -0.01598    0.49365    0.19011    0.30237    0.06420    0.34792    0.41803    0.49759    0.43450    0.00000   
  740.5   -0.01535    0.46145    0.22108    0.23634    0.07005    0.29505    0.36877    0.48943    0.43447    0.00000   
  741.5   -0.01776    0.40673    0.18546    0.22023    0.05909    0.23000    0.35687    0.59276    0.43435    0.00000   
  742.5   -0.01750    0.41313    0.22896    0.18502    0.07060    0.22110    0.36034    0.55890    0.43434    0.00000   
  743.5   -0.02137    0.43591    0.18435    0.25022    0.08126    0.28609    0.36735    0.37365    0.28153    0.00000   
  744.5   -0.02300    0.48063    0.16721    0.31767    0.08581    0.25477    0.40941    0.40723    0.23459    0.00000   
  745.5   -0.01696    0.45692    0.22640    0.22807    0.07790    0.32100    0.40259    0.46861    0.43415    0.00000   
  746.5   -0.02384    0.46236    0.20188    0.26146    0.07778    0.22238    0.36786    0.36968    0.19078    0.00000   
  747.5   -0.02073    0.44010    0.16591    0.27083    0.03899    0.31920    0.40019    0.31658    0.22250    0.00000   
  748.5   -0.02258    0.43609    0.15401    0.28541    0.03662    0.34891    0.42516    0.28719    0.18231    0.00000   
  749.5   -0.01991    0.48868    0.19044    0.29947    0.03244    0.33011    0.39301    0.29745    0.24084    0.00000   
  750.5   -0.02553    0.58851    0.27604    0.30995    0.08026    0.19876    0.34655    0.27254    0.00674    0.00000   
  751.5   -0.01972    0.45449    0.25995    0.19426    0.07701    0.18894    0.33495    0.60587    0.40526    0.00000   
  752.5   -0.02098    0.50010    0.18755    0.31519    0.07597    0.22600    0.37449    0.60687    0.33925    0.00000   
  753.5   -0.02558    0.51274    0.25279    0.25967    0.06778    0.23327    0.36685    0.26949    0.09967    0.00000   
  754.5   -0.02342    0.40926    0.19409    0.21798    0.06238    0.23454    0.36025    0.33841    0.21211    0.00000   
  755.5   -0.01045    0.39033    0.15912    0.23247    0.07433    0.32898    0.41918    0.46793    0.43353    0.00000   
  756.5   -0.01840    0.45223    0.17373    0.27895    0.07287    0.29601    0.37022    0.54351    0.43347    0.00000   
  757.5   -0.02169    0.41210    0.18527    0.23034    0.07366    0.28345    0.35711    0.08056    0.04282    0.00000   
  758.5   -0.01173    0.46925    0.24113    0.23197    0.06431    0.22408    0.36981    0.60397    0.43331    0.00000   
  759.5   -0.02163    0.47472    0.22216    0.25492    0.06104    0.27372    0.33476    0.37911    0.24933    0.00000   
  760.5   -0.01602    0.45104    0.20321    0.24877    0.07227    0.21833    0.35947    0.62855    0.43304    0.00000   
  761.5   -0.02311    0.46700    0.19127    0.27804    0.07320    0.23265    0.37083    0.47483    0.22821    0.00000   
  762.5   -0.00347    0.44750    0.21222    0.23407    0.06685    0.29715    0.38907    0.45292    0.43273    0.00000   
  763.5   -0.01893    0.38592    0.19687    0.19123    0.08355    0.21088    0.36299    0.51370    0.40740    0.00000   
  764.5   -0.01603    0.43931    0.17558    0.26748    0.07601    0.27046    0.35231    0.60683    0.43245    0.00000   
  765.5   -0.02140    0.43747    0.21820    0.22279    0.06124    0.24582    0.30706    0.15293    0.12457    0.00000   
  766.5   -0.02354    0.48123    0.15637    0.32952    0.06690    0.29517    0.36208    0.25757    0.07598    0.00000   
  767.5   -0.02296    0.53882    0.22245    0.31643    0.07384    0.29841    0.38658    0.23813    0.10668    0.00000   
  768.5   -0.01621    0.41578    0.21946    0.19609    0.07492    0.20599    0.35421    0.55868    0.43212    0.00000   
  769.5   -0.02019    0.43952    0.20859    0.22994    0.06899    0.29768    0.36667    0.47853    0.37886    0.00000   
  770.5   -0.02470    0.45554    0.20409    0.25690    0.07309    0.29200    0.36509    0.26089    0.14527    0.00000   
  771.5   -0.01727    0.37027    0.18502    0.18573    0.06905    0.22459    0.36096    0.51713    0.43210    0.00000   
  772.5   -0.02506    0.48670    0.22757    0.25658    0.07707    0.30165    0.37873    0.21536    0.12671    0.00000   
  773.5   -0.02119    0.45650    0.24335    0.21189    0.08435    0.20342    0.36116    0.49718    0.32710    0.00000   
  774.5   -0.02288    0.46988    0.17000    0.30121    0.06301    0.30814    0.37304    0.43562    0.23945    0.00000   
  775.5   -0.01708    0.40441    0.16393    0.23945    0.07042    0.28806    0.35881    0.42156    0.43175    0.00000   
  776.5   -0.01813    0.35448    0.11092    0.24497    0.02886    0.35253    0.42612    0.37624    0.35616    0.00000   
  777.5   -0.02235    0.40128    0.18323    0.21661    0.05211    0.30436    0.38083    0.23888    0.23313    0.00000   
  778.5   -0.01656    0.46360    0.21230    0.25458    0.06252    0.25843    0.39323    0.57415    0.43169    0.00000   
  779.5   -0.01714    0.46588    0.19249    0.27048    0.06359    0.31555    0.40236    0.18113    0.06952    0.00000   
  780.5   -0.01329    0.45691    0.17929    0.28309    0.07865    0.31090    0.39065    0.52633    0.43140    0.00000   
  781.5   -0.01110    0.42627    0.22608    0.19727    0.05489    0.24162    0.40483    0.53180    0.43143    0.00000   
  782.5   -0.02150    0.50347    0.23972    0.26420    0.06638    0.31187    0.37825    0.40548    0.31043    0.00000   
  783.5   -0.01608    0.45929    0.18565    0.27148    0.06406    0.32393    0.40269    0.45896    0.36027    0.00000   
  784.5   -0.02477    0.46553    0.19011    0.27826    0.07291    0.22977    0.37600    0.24472    0.03075    0.00000   
  785.5   -0.02212    0.50086    0.24373    0.26355    0.03970    0.29061    0.37291    0.30710    0.14893    0.00000   
  786.5   -0.02185    0.47671    0.24811    0.23190    0.06930    0.21755    0.35839    0.47756    0.29242    0.00000   
  787.5   -0.01801    0.48310    0.21476    0.27015    0.08640    0.28772    0.37610    0.57176    0.43090    0.00000   
  788.5   -0.01880    0.47480    0.18497    0.28875    0.08366    0.32834    0.41269    0.50684    0.43086    0.00000   
  789.5   -0.02233    0.43721    0.17395    0.26457    0.07113    0.29442    0.36554    0.28201    0.21193    0.00000   
  790.5   -0.02371    0.52912    0.24845    0.28143    0.07783    0.20118    0.34916    0.36171    0.12201    0.00000   
  791.5   -0.01309    0.38288    0.18627    0.19393    0.08067    0.22418    0.38438    0.54647    0.43063    0.00000   
  792.5   -0.01504    0.40005    0.24658    0.15064    0.06354    0.21664    0.35616    0.50776    0.43046    0.00000   
  793.5   -0.02361    0.53819    0.24575    0.28944    0.07989    0.28234    0.36223    0.34043    0.14556    0.00000   
  794.5   -0.01558    0.34165    0.14814    0.19252    0.06590    0.28608    0.35198    0.42355    0.37711    0.00000   
  795.5   -0.01958    0.40705    0.16058    0.24660    0.06880    0.30106    0.36987    0.24977    0.23207    0.00000   
  796.5   -0.01884    0.49857    0.17780    0.32691    0.04078    0.25049    0.40545    0.63347    0.43013    0.00000   
  797.5   -0.02327    0.44871    0.19539    0.25200    0.06317    0.31458    0.37775    0.27185    0.21810    0.00000   
  798.5   -0.02255    0.46654    0.26690    0.19824    0.06661    0.21366    0.34494    0.41853    0.25552    0.00000   
  799.5   -0.01948    0.39612    0.16546    0.22926    0.06707    0.30620    0.38428    0.32065    0.24629    0.00000   
  800.5   -0.01838    0.44892    0.21132    0.23924    0.08047    0.23729    0.38952    0.56859    0.41954    0.00000   
  801.5   -0.01646    0.39490    0.17758    0.21911    0.07625    0.23648    0.39014    0.51867    0.42991    0.00000   
  802.5   -0.02302    0.52069    0.22818    0.29778    0.07433    0.30772    0.39331    0.34583    0.23129    0.00000   
  803.5   -0.02556    0.46590    0.18904    0.27669    0.05621    0.22511    0.35067    0.33702    0.10005    0.00000   
  804.5   -0.02371    0.41589    0.17198    0.24482    0.05911    0.26442    0.32353    0.26637    0.19521    0.00000   
  805.5   -0.01428    0.36794    0.17177    0.19927    0.07680    0.24091    0.39322    0.56868    0.42958    0.00000   
  806.5   -0.02158    0.45748    0.20546    0.25314    0.07083    0.26159    0.33242    0.36837    0.30516    0.00000   
  807.5   -0.01717    0.40212    0.15833    0.24246    0.06557    0.29356    0.36258    0.48508    0.42924    0.00000   
