   0.50000,   0.05643,   0.13632,   0.13632,   0.00727,   0.00392,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00400,   0.20003,   0.04000
   1.50000,   0.05643,   0.13334,   0.13334,   0.00269,   0.00145,   0.13334,   0.00691,   0.00000,   0.00000,   0.00623,   0.01023,   0.51202,   0.04000
   2.50000,   0.05643,   0.13334,   0.13334,   0.00269,   0.00145,   0.13335,   0.01524,   0.00000,   0.00000,   0.00589,   0.01612,   0.80735,   0.04000
   3.50000,   0.05643,   0.12652,   0.12652,   0.00257,   0.00138,   0.12654,   0.02633,   0.00000,   0.00000,   0.00515,   0.02126,   1.06675,   0.04000
   4.50000,   0.05643,   0.12652,   0.12652,   0.00257,   0.00138,   0.12655,   0.03109,   0.00000,   0.00000,   0.00493,   0.02620,   1.31665,   0.04000
   5.50000,   0.05643,   0.13334,   0.13334,   0.00269,   0.00145,   0.13338,   0.04751,   0.00000,   0.00000,   0.00448,   0.03068,   1.54746,   0.04000
   6.50000,   0.05643,   0.13334,   0.13334,   0.00269,   0.00145,   0.13338,   0.04294,   0.00000,   0.00000,   0.00465,   0.03533,   1.78742,   0.04000
   7.50000,   0.05643,   0.14589,   0.14589,   0.00292,   0.00157,   0.14595,   0.05344,   0.00000,   0.00000,   0.00467,   0.04000,   2.03173,   0.04000
   8.50000,   0.05643,   0.14589,   0.14589,   0.00292,   0.00157,   0.14595,   0.04720,   0.00000,   0.00000,   0.00495,   0.04495,   2.28853,   0.04000
   9.50000,   0.05643,   0.14589,   0.14589,   0.00292,   0.00157,   0.14596,   0.05485,   0.00000,   0.00000,   0.00460,   0.04954,   2.53005,   0.04000
  10.50000,   0.05643,   0.14589,   0.14589,   0.00292,   0.00157,   0.14597,   0.06711,   0.00000,   0.00000,   0.00401,   0.05355,   2.74704,   0.04000
  11.50000,   0.05643,   0.15647,   0.15647,   0.00315,   0.00170,   0.15655,   0.06462,   0.00000,   0.00000,   0.00452,   0.05807,   2.99040,   0.04000
  12.50000,   0.05643,   0.15647,   0.15647,   0.00315,   0.00170,   0.15656,   0.03283,   0.00000,   0.00000,   0.00600,   0.06407,   3.29735,   0.04000
  13.50000,   0.05643,   0.15647,   0.15647,   0.00315,   0.00170,   0.15656,   0.03847,   0.00000,   0.00000,   0.00577,   0.06984,   3.59304,   0.04000
  14.50000,   0.05639,   0.06298,   0.06298,   0.00154,   0.00083,   0.06310,   0.04074,   0.00000,   0.00000,   0.00189,   0.07173,   3.69558,   0.04000
  15.50000,   0.05639,   0.06298,   0.06298,   0.00154,   0.00083,   0.06310,   0.03822,   0.00000,   0.00000,   0.00198,   0.07371,   3.80316,   0.04000
  16.50000,   0.05639,   0.06298,   0.06298,   0.00154,   0.00083,   0.06311,   0.03755,   0.00000,   0.00000,   0.00197,   0.07568,   3.91208,   0.04000
  17.50000,   0.05639,   0.05685,   0.05685,   0.00144,   0.00078,   0.05698,   0.02971,   0.00000,   0.00000,   0.00208,   0.07776,   4.02432,   0.04000
  18.50000,   0.05639,   0.05685,   0.05685,   0.00144,   0.00078,   0.05698,   0.03070,   0.00000,   0.00000,   0.00202,   0.07978,   4.13458,   0.04000
  19.50000,   0.05638,   0.05105,   0.05105,   0.00134,   0.00072,   0.05120,   0.02818,   0.00000,   0.00000,   0.00189,   0.08167,   4.23820,   0.04000
  20.50000,   0.05639,   0.05685,   0.05685,   0.00144,   0.00078,   0.05699,   0.03238,   0.00000,   0.00000,   0.00193,   0.08361,   4.34511,   0.04000
  21.50000,   0.05639,   0.06298,   0.06298,   0.00154,   0.00083,   0.06312,   0.03823,   0.00000,   0.00000,   0.00189,   0.08550,   4.45270,   0.04000
  22.50000,   0.05639,   0.06298,   0.06298,   0.00154,   0.00083,   0.06313,   0.03101,   0.00000,   0.00000,   0.00225,   0.08774,   4.57472,   0.04000
  23.50000,   0.05639,   0.06298,   0.06298,   0.00154,   0.00083,   0.06313,   0.03217,   0.00000,   0.00000,   0.00218,   0.08992,   4.69444,   0.04000
  24.50000,   0.05639,   0.06298,   0.06298,   0.00154,   0.00083,   0.06313,   0.03566,   0.00000,   0.00000,   0.00201,   0.09193,   4.80717,   0.04000
  25.50000,   0.05639,   0.06298,   0.06298,   0.00154,   0.00083,   0.06314,   0.02784,   0.00000,   0.00000,   0.00240,   0.09433,   4.93555,   0.04000
  26.50000,   0.05639,   0.06298,   0.06298,   0.00154,   0.00083,   0.06314,   0.02734,   0.00000,   0.00000,   0.00243,   0.09676,   5.06494,   0.04000
  27.50000,   0.05639,   0.05685,   0.05685,   0.00144,   0.00078,   0.05702,   0.03446,   0.00000,   0.00000,   0.00183,   0.09859,   5.16771,   0.04000
  28.50000,   0.05639,   0.05685,   0.05685,   0.00144,   0.00078,   0.05702,   0.03328,   0.00000,   0.00000,   0.00189,   0.10048,   5.27283,   0.04000
  29.50000,   0.05639,   0.05685,   0.05685,   0.00144,   0.00078,   0.05702,   0.03067,   0.00000,   0.00000,   0.00200,   0.10248,   5.38319,   0.04000
  30.50000,   0.05638,   0.05105,   0.05105,   0.00134,   0.00072,   0.05124,   0.03445,   0.00000,   0.00000,   0.00158,   0.10406,   5.47430,   0.04000
  31.50000,   0.05639,   0.06298,   0.06298,   0.00154,   0.00083,   0.06316,   0.03632,   0.00000,   0.00000,   0.00198,   0.10603,   5.58574,   0.04000
  32.50000,   0.05639,   0.06298,   0.06298,   0.00154,   0.00083,   0.06316,   0.03906,   0.00000,   0.00000,   0.00186,   0.10790,   5.69171,   0.04000
  33.50000,   0.05639,   0.06298,   0.06298,   0.00154,   0.00083,   0.06316,   0.03824,   0.00000,   0.00000,   0.00188,   0.10978,   5.79932,   0.04000
  34.50000,   0.05633,   0.03159,   0.03159,   0.00099,   0.00053,   0.03188,   0.03409,   0.00000,   0.00000,   0.00078,   0.11056,   5.85194,   0.04000
  35.50000,   0.05635,   0.03589,   0.03589,   0.00107,   0.00058,   0.03614,   0.04175,   0.00000,   0.00000,   0.00057,   0.11113,   5.89790,   0.04000
  36.50000,   0.05635,   0.03589,   0.03589,   0.00107,   0.00058,   0.03614,   0.03111,   0.00000,   0.00000,   0.00108,   0.11221,   5.96512,   0.04000
  37.50000,   0.05635,   0.03589,   0.03589,   0.00107,   0.00058,   0.03615,   0.03606,   0.00000,   0.00000,   0.00082,   0.11303,   6.02246,   0.04000
  38.50000,   0.05638,   0.05105,   0.05105,   0.00134,   0.00072,   0.05126,   0.03889,   0.00000,   0.00000,   0.00129,   0.11432,   6.10471,   0.04000
  39.50000,   0.05638,   0.05105,   0.05105,   0.00134,   0.00072,   0.05126,   0.03019,   0.00000,   0.00000,   0.00175,   0.11607,   6.20437,   0.04000
  40.50000,   0.05638,   0.05105,   0.05105,   0.00134,   0.00072,   0.05126,   0.02714,   0.00000,   0.00000,   0.00192,   0.11799,   6.31013,   0.04000
  41.50000,   0.05635,   0.03589,   0.03589,   0.00107,   0.00058,   0.03616,   0.03788,   0.00000,   0.00000,   0.00075,   0.11873,   6.36383,   0.04000
  42.50000,   0.05636,   0.04056,   0.04056,   0.00116,   0.00062,   0.04081,   0.03406,   0.00000,   0.00000,   0.00111,   0.11984,   6.43460,   0.04000
  43.50000,   0.05636,   0.04056,   0.04056,   0.00116,   0.00062,   0.04081,   0.03589,   0.00000,   0.00000,   0.00103,   0.12086,   6.50172,   0.04000
  44.50000,   0.05636,   0.04056,   0.04056,   0.00116,   0.00062,   0.04082,   0.03650,   0.00000,   0.00000,   0.00099,   0.12185,   6.56762,   0.04000
  45.50000,   0.05635,   0.03589,   0.03589,   0.00107,   0.00058,   0.03617,   0.03412,   0.00000,   0.00000,   0.00090,   0.12276,   6.62887,   0.04000
  46.50000,   0.05635,   0.03589,   0.03589,   0.00107,   0.00058,   0.03617,   0.02962,   0.00000,   0.00000,   0.00113,   0.12388,   6.69911,   0.04000
  47.50000,   0.05636,   0.04056,   0.04056,   0.00116,   0.00062,   0.04082,   0.03542,   0.00000,   0.00000,   0.00102,   0.12490,   6.76718,   0.04000
  48.50000,   0.05636,   0.04056,   0.04056,   0.00116,   0.00062,   0.04082,   0.03208,   0.00000,   0.00000,   0.00121,   0.12612,   6.84193,   0.04000
  49.50000,   0.05636,   0.04056,   0.04056,   0.00116,   0.00062,   0.04083,   0.03788,   0.00000,   0.00000,   0.00091,   0.12703,   6.90507,   0.04000
