 0.5000000, 0.0013860, 0.1386917, 0.1386917, 0.0000000,50.0341198, 0.0390467, 0.0975520, 0.0000000, 0.0020930, 0.0000000,-254.5901763
 1.5000000, 0.0038303, 0.1062242, 0.1180667, 0.0000000,50.1841765, 0.0252910, 0.0789240, 0.0001592, 0.0018480, 0.0000019,-254.6802049
 2.5000000, 0.0059472, 0.1067226, 0.1260788, 0.0000000,50.4098827, 0.0326811, 0.0719845, 0.0002946, 0.0017587, 0.0000037,-253.0754761
 3.5000000, 0.0080336, 0.1043778, 0.1303634, 0.0000000,50.7747862, 0.0363080, 0.0659723, 0.0004169, 0.0016751, 0.0000054,-251.4731656
 4.5000000, 0.0102405, 0.1200806, 0.1524639, 0.0000000,50.9210438, 0.0568276, 0.0610746, 0.0005698, 0.0016015, 0.0000071,-249.7721293
 5.5000000, 0.0125386, 0.1154835, 0.1553082, 0.0000000,51.6033563, 0.0584589, 0.0548415, 0.0006734, 0.0015011, 0.0000088,-248.0744634
 6.5000000, 0.0145414, 0.0938145, 0.1365637, 0.0000000,53.0702314, 0.0403411, 0.0513131, 0.0007102, 0.0014398, 0.0000104,-246.3833669
 7.5000000, 0.0161395, 0.0789275, 0.1243237, 0.0000000,55.2491542, 0.0285846, 0.0482015, 0.0007461, 0.0013833, 0.0000119,-244.5982508
 8.5000000, 0.0176830, 0.0905861, 0.1398636, 0.0000000,54.6253005, 0.0423320, 0.0460238, 0.0008749, 0.0013420, 0.0000134,-242.8039603
 9.5000000, 0.0192106, 0.0793667, 0.1307005, 0.0000000,56.8124559, 0.0335619, 0.0435898, 0.0009057, 0.0012944, 0.0000149,-241.0247990
10.5000000, 0.0206575, 0.0846304, 0.1383567, 0.0000000,56.5398083, 0.0400689, 0.0422692, 0.0010083, 0.0012676, 0.0000164,-239.2369997
11.5000000, 0.0221347, 0.0836230, 0.1397357, 0.0000000,57.3778928, 0.0408290, 0.0404696, 0.0010762, 0.0012304, 0.0000179,-237.3573492
12.5000000, 0.0235263, 0.0784518, 0.1368188, 0.0000000,59.1745579, 0.0377369, 0.0383950, 0.0011142, 0.0011864, 0.0000193,-235.4852608
13.5000000, 0.0248226, 0.0764976, 0.1369551, 0.0000000,60.3762248, 0.0374007, 0.0367588, 0.0011668, 0.0011507, 0.0000207,-233.6129309
14.5000000, 0.0260971, 0.0779756, 0.1409266, 0.0000000,60.8266139, 0.0403544, 0.0352450, 0.0012373, 0.0011167, 0.0000221,-231.6388478
15.5000000, 0.0273322, 0.0729354, 0.1333272, 0.0000000,61.3811452, 0.0395937, 0.0310384, 0.0012602, 0.0010196, 0.0000235,-229.6808611
16.5000000, 0.0284435, 0.0663326, 0.1278934, 0.0000000,64.1305136, 0.0345075, 0.0295536, 0.0012629, 0.0009838, 0.0000248,-227.6360566
17.5000000, 0.0294620, 0.0652754, 0.1281091, 0.0000000,65.0969907, 0.0343336, 0.0286485, 0.0013059, 0.0009615, 0.0000260,-225.5811570
18.5000000, 0.0304920, 0.0686294, 0.1342364, 0.0000000,64.9109897, 0.0389044, 0.0273937, 0.0013741, 0.0009299, 0.0000273,-223.5099656
19.5000000, 0.0314764, 0.0619170, 0.1277470, 0.0000000,67.9278897, 0.0331831, 0.0264312, 0.0013690, 0.0009052, 0.0000285,-221.3883923
20.5000000, 0.0323891, 0.0626590, 0.1307116, 0.0000000,68.5705925, 0.0350947, 0.0252467, 0.0014136, 0.0008743, 0.0000297,-219.1371583
21.5000000, 0.0334172, 0.0744287, 0.1462025, 0.0000000,65.1457584, 0.0471902, 0.0247871, 0.0015586, 0.0008619, 0.0000309,-216.8328992
22.5000000, 0.0343086, 0.0488425, 0.1157961, 0.0000000,76.2821097, 0.0226202, 0.0239598, 0.0013905, 0.0008397, 0.0000322,-214.7780382
23.5000000, 0.0349654, 0.0508447, 0.1190420, 0.0000000,75.5176801, 0.0249740, 0.0235579, 0.0014508, 0.0008286, 0.0000334,-212.4315413
24.5000000, 0.0355915, 0.0457562, 0.1135261, 0.0000000,79.0467497, 0.0204219, 0.0230372, 0.0014482, 0.0008142, 0.0000346,-210.0850773
25.5000000, 0.0362205, 0.0516886, 0.1221806, 0.0000000,76.1010760, 0.0268924, 0.0224266, 0.0015366, 0.0007972, 0.0000357,-207.6801322
26.5000000, 0.0368715, 0.0486201, 0.1187056, 0.0000000,78.0708951, 0.0240340, 0.0222041, 0.0015541, 0.0007909, 0.0000369,-205.2196036
27.5000000, 0.0375232, 0.0509120, 0.1178009, 0.0000000,74.7976110, 0.0285774, 0.0199509, 0.0016130, 0.0007326, 0.0000381,-202.7756924
28.5000000, 0.0381601, 0.0462361, 0.1126952, 0.0000000,77.9685863, 0.0244142, 0.0194624, 0.0016020, 0.0007184, 0.0000392,-200.2645678
29.5000000, 0.0386657, 0.0358766, 0.0998004, 0.0000000,85.7861635, 0.0144555, 0.0191317, 0.0015403, 0.0007086, 0.0000404,-197.9857113
30.5000000, 0.0391633, 0.0456381, 0.1133087, 0.0000000,79.0870375, 0.0244604, 0.0187740, 0.0016644, 0.0006980, 0.0000414,-195.0056804
31.5000000, 0.0397419, 0.0459326, 0.1142167, 0.0000000,79.1807675, 0.0249636, 0.0185326, 0.0017032, 0.0006907, 0.0000425,-192.2243153
32.5000000, 0.0403445, 0.0486335, 0.1181807, 0.0000000,77.7848382, 0.0277683, 0.0183682, 0.0017678, 0.0006857, 0.0000436,-189.3811371
33.5000000, 0.0410291, 0.0555262, 0.1281524, 0.0000000,74.6431919, 0.0349205, 0.0180144, 0.0018716, 0.0006751, 0.0000446,-186.4407945
34.5000000, 0.0416362, 0.0395854, 0.1070487, 0.0000000,84.1622672, 0.0191785, 0.0179423, 0.0017459, 0.0006729, 0.0000458,-184.0751909
35.5000000, 0.0420972, 0.0384667, 0.1058521, 0.0000000,85.1674392, 0.0181714, 0.0178100, 0.0017696, 0.0006688, 0.0000469,-181.1977755
