"years_forcing","months_forcing","precipforc_1","tsaforc_1"
6551,6,0.0244309,11.1703
6551,7,0.0349259,15.6004
6551,8,0.0430827,11.2889
6551,9,0.0429979,6.22261
6551,10,0.019923,-4.12507
6551,11,0.0269268,-13.1781
6551,12,0.0166195,-33.025
6550,1,0.00935186,-36.049
6550,2,0.0118197,-25.6529
6550,3,0.00657978,-28.5521
6550,4,0.00980507,-14.5738
6550,5,0.0296555,-1.00332
6550,6,0.0845678,9.06971
6550,7,0.0614421,13.6417
6550,8,0.0643688,13.0573
6550,9,0.0640345,5.49473
6550,10,0.0323176,-9.44697
6550,11,0.025697,-26.9341
6550,12,0.02624,-26.7747
6549,1,0.0106145,-34.5355
6549,2,0.00704752,-18.1206
6549,3,0.0233353,-15.2112
6549,4,0.0188371,-4.118
6549,5,0.0336606,2.86277
6549,6,0.0671537,12.0032
6549,7,0.110335,15.352
6549,8,0.0477251,13.2545
6549,9,0.0280093,7.05851
6549,10,0.0408148,-3.53453
6549,11,0.0200099,-17.2234
6549,12,0.0176344,-33.3324
6548,1,0.0208516,-31.5579
6548,2,0.0147362,-25.7448
6548,3,0.0123516,-30.8236
6548,4,0.0206112,-6.12404
6548,5,0.0237546,1.53562
6548,6,0.0807192,10.1351
6548,7,0.0954908,15.9294
6548,8,0.039796,13.9154
6548,9,0.0307389,5.33894
6548,10,0.0356458,-3.19868
6548,11,0.0219301,-23.5757
6548,12,0.018107,-27.7957
6547,1,0.0182991,-30.6615
6547,2,0.0160034,-21.3938
6547,3,0.0170871,-23.4755
6547,4,0.0141068,-8.47689
6547,5,0.0280891,3.55426
6547,6,0.0924859,12.1753
6547,7,0.05196,15.052
6547,8,0.0276769,14.1208
6547,9,0.0358365,5.08314
6547,10,0.0418784,-3.45234
6547,11,0.0269808,-14.2653
6547,12,0.0267057,-22.6188
6546,1,0.0174415,-27.6094
6546,2,0.0150363,-20.2261
6546,3,0.0139314,-20.5771
6546,4,0.0148472,-11.2533
6546,5,0.0289847,0.89249
6546,6,0.055231,10.9565
6546,7,0.0876044,17.5896
6546,8,0.0481121,13.8318
6546,9,0.0513942,5.42256
6546,10,0.0285979,-3.76225
6546,11,0.0200085,-19.833
6546,12,0.014861,-32.7168
6545,1,0.0144879,-29.8246
6545,2,0.0150765,-29.1847
6545,3,0.00873668,-26.8252
6545,4,0.0170058,-8.21462
6545,5,0.031529,4.36533
6545,6,0.0446425,12.7943
6545,7,0.106631,15.9697
6545,8,0.0406393,12.9734
6545,9,0.0423219,5.76054
6545,10,0.0250896,-5.67436
6545,11,0.0350232,-11.8709
6545,12,0.0205646,-28.5207
6544,1,0.0203101,-28.1476
6544,2,0.0176462,-20.5811
6544,3,0.0225796,-17.8346
6544,4,0.0225613,-10.8167
6544,5,0.0330133,3.16672
6544,6,0.0514881,10.4761
6544,7,0.0648276,17.1867
6544,8,0.083998,13.4512
6544,9,0.0404425,5.5189
6544,10,0.0323969,-0.459149
6544,11,0.0374393,-23.9292
6544,12,0.00939296,-33.6279
6543,1,0.0173721,-23.1971
6543,2,0.0185614,-19.1705
6543,3,0.0192023,-13.8476
6543,4,0.0212903,-12.5361
6543,5,0.0361364,0.676487
6543,6,0.0819842,13.582
6543,7,0.0981004,17.9152
6543,8,0.0496774,14.783
6543,9,0.0354494,4.2682
6543,10,0.0173384,-0.389783
6543,11,0.021276,-17.4508
6543,12,0.0120264,-27.7719
6542,1,0.0117403,-33.5568
6542,2,0.00476577,-37.9347
6542,3,0.0181642,-24.7996
6542,4,0.0162021,-9.9778
6542,5,0.025363,2.88993
6542,6,0.0687404,10.6108
6542,7,0.0631389,14.9075
6542,8,0.0483506,13.2206
6542,9,0.0181852,5.8921
6542,10,0.0327963,-7.15004
6542,11,0.0218509,-17.6309
6542,12,0.0148052,-31.3532
6541,1,0.0137104,-36.0125
6541,2,0.00987446,-33.235
6541,3,0.0178727,-16.5496
6541,4,0.0174696,-6.96532
6541,5,0.0238908,2.17496
6541,6,0.0387261,12.7926
6541,7,0.0384971,16.4226
6541,8,0.065733,15.5082
6541,9,0.0881414,5.13179
