"years_forcing","months_forcing","precipforc_1","tsaforc_1"
5784,8,0.0246746,13.4105
5784,9,0.0350897,6.40871
5784,10,0.0290453,-13.4141
5784,11,0.0187195,-28.1682
5784,12,0.0151752,-20.4883
5783,1,0.00653745,-36.2057
5783,2,0.01151,-37.7148
5783,3,0.0159429,-17.5362
5783,4,0.0182147,-15.1573
5783,5,0.0253821,-0.743071
5783,6,0.0343703,10.2127
5783,7,0.037909,14.1678
5783,8,0.0361771,12.9463
5783,9,0.0318736,5.12849
5783,10,0.0443731,-4.6498
5783,11,0.026545,-18.3498
5783,12,0.0158159,-18.046
5782,1,0.0079976,-33.015
5782,2,0.00346699,-34.131
5782,3,0.0152066,-18.6628
5782,4,0.0144869,-12.6689
5782,5,0.0163138,-4.01071
5782,6,0.0376648,8.17869
5782,7,0.0826789,15.9612
5782,8,0.0343269,12.5153
5782,9,0.0493395,2.03685
5782,10,0.0323545,-7.23272
5782,11,0.016,-19.4302
5782,12,0.0119462,-30.9036
5781,1,0.00503547,-34.4674
5781,2,0.00597299,-27.2824
5781,3,0.0127165,-24.2268
5781,4,0.014448,-14.1211
5781,5,0.0289048,-1.82217
5781,6,0.0342693,6.7634
5781,7,0.0640392,16.2927
5781,8,0.0234582,14.4137
5781,9,0.0492158,6.67241
5781,10,0.0227737,-6.42736
5781,11,0.0159575,-15.8977
5781,12,0.0147591,-20.9475
5780,1,0.00949333,-33.0118
5780,2,0.00411147,-35.8847
5780,3,0.0130863,-30.7546
5780,4,0.0123692,-16.2457
5780,5,0.0188055,-0.193144
5780,6,0.0463929,8.624
5780,7,0.0744069,14.0876
5780,8,0.0280328,12.4616
5780,9,0.0417289,6.76927
5780,10,0.0349644,-6.75228
5780,11,0.0120613,-19.5884
5780,12,0.0115131,-30.794
5779,1,0.00766466,-34.4858
5779,2,0.00987264,-30.6894
5779,3,0.0143419,-26.0425
5779,4,0.0204577,-14.7419
5779,5,0.0298228,1.36444
5779,6,0.0545487,10.3926
5779,7,0.0607211,16.5687
5779,8,0.040844,14.5323
5779,9,0.0390265,6.54823
5779,10,0.0260956,-11.0185
5779,11,0.0138643,-16.8431
5779,12,0.00967421,-24.1578
5778,1,0.0107917,-24.989
5778,2,0.00870862,-19.5916
5778,3,0.0116324,-15.6151
5778,4,0.0197139,-6.91957
5778,5,0.0184046,0.430544
5778,6,0.0239337,11.4898
5778,7,0.0425588,15.6871
5778,8,0.0356658,13.0987
5778,9,0.0582983,6.69469
5778,10,0.0339569,-1.50753
5778,11,0.0218251,-13.7397
5778,12,0.00322574,-38.7728
5777,1,0.00595597,-34.0293
5777,2,0.00797581,-26.5769
5777,3,0.0161075,-24.2077
5777,4,0.0199701,-13.8655
5777,5,0.0262021,-3.96454
5777,6,0.0257493,8.18507
5777,7,0.03064,15.6676
5777,8,0.0249123,13.0651
5777,9,0.0417522,4.83394
5777,10,0.0262887,-6.4923
5777,11,0.0144328,-19.9398
5777,12,0.0151177,-17.2977
5776,1,0.00600166,-39.4473
5776,2,0.00805057,-15.3532
5776,3,0.0127621,-27.8409
5776,4,0.0163874,-9.95311
5776,5,0.0143158,2.02527
5776,6,0.0497425,8.14194
5776,7,0.0704529,14.1795
5776,8,0.0371542,11.8657
5776,9,0.0503893,6.47307
5776,10,0.0313217,-1.99123
5776,11,0.0164477,-10.0509
5776,12,0.0202106,-26.2872
5775,1,0.0165427,-23.8963
5775,2,0.00769695,-36.0958
5775,3,0.0166907,-27.5387
5775,4,0.0246068,-17.1287
5775,5,0.0142321,-0.709532
5775,6,0.0401631,10.4948
5775,7,0.0363338,13.359
5775,8,0.0301882,11.7226
5775,9,0.0298174,4.0312
5775,10,0.037127,-9.22436
5775,11,0.0174572,-14.6169
5775,12,0.00936077,-31.489
5774,1,0.00840744,-26.2544
5774,2,0.00580777,-31.4848
5774,3,0.0104444,-27.6447
5774,4,0.0155731,-9.4774
5774,5,0.0141585,-0.252134
5774,6,0.0285565,9.69315
5774,7,0.0403014,15.3361
5774,8,0.0317592,15.1357
5774,9,0.0535649,6.04378
5774,10,0.0297001,-6.50674
5774,11,0.0208838,-21.7349
5774,12,0.0121745,-23.757
5773,1,0.0137698,-24.1335
5773,2,0.0102527,-29.1103
5773,3,0.0146132,-22.2838
5773,4,0.0117521,-14.2533
5773,5,0.0238499,-2.1022
5773,6,0.0472593,8.5131
5773,7,0.0497826,16.517
5773,8,0.0235222,14.6466
5773,9,0.0368703,6.72823
5773,10,0.0369676,-5.17864
5773,11,0.018795,-18.383
5773,12,0.0127414,-29.9859
5772,1,0.00775977,-33.1666
5772,2,0.00984532,-29.7794
5772,3,0.00991447,-24.04
5772,4,0.0149686,-13.4668
5772,5,0.018255,-3.00003
5772,6,0.0280016,8.26118
5772,7,0.0414405,15.165
5772,8,0.0471128,13.5625
5772,9,0.0557142,3.91902
5772,10,0.0275368,-1.93148
5772,11,0.0155854,-15.7719
5772,12,0.0182463,-28.1449
5771,1,0.0162357,-32.504
5771,2,0.0108046,-36.4985
5771,3,0.0142955,-24.6063
5771,4,0.0148581,-12.3004
5771,5,0.0236922,0.121736
5771,6,0.035921,8.36741
5771,7,0.129631,14.1998
5771,8,0.0386062,13.2254
5771,9,0.0657152,6.57701
5771,10,0.0279619,-3.7398
5771,11,0.0176914,-13.5084
5771,12,0.0066493,-30.681
5770,1,0.0136643,-26.2001
5770,2,0.00663651,-18.1066
5770,3,0.0125436,-25.8707
5770,4,0.0116392,-14.4176
5770,5,0.0199348,-2.75915
5770,6,0.0554995,9.88322
5770,7,0.0491471,15.2267
5770,8,0.0509577,11.9687
5770,9,0.0333366,5.54219
5770,10,0.0321415,-5.18764
5770,11,0.0157229,-22.44
5770,12,0.0116036,-32.0624
5769,1,0.0116322,-31.6372
5769,2,0.00754478,-32.1884
5769,3,0.00888939,-25.4015
5769,4,0.0168513,-17.4506
5769,5,0.0138384,-5.3782
5769,6,0.0308202,7.9267
5769,7,0.0663303,13.8067
5769,8,0.055375,12.762
5769,9,0.0590438,3.77217
5769,10,0.0252332,-9.33312
5769,11,0.0225914,-12.3963
5769,12,0.00818946,-33.7285
5768,1,0.00904426,-41.509
5768,2,0.00676002,-23.1279
5768,3,0.0103329,-25.6602
5768,4,0.0201002,-13.7755
5768,5,0.0251084,-1.62546
5768,6,0.0246354,8.11994
5768,7,0.0730325,13.692
5768,8,0.0385557,12.3656
5768,9,0.0377728,4.27361
5768,10,0.0298854,-3.59463
5768,11,0.0137664,-20.9398
5768,12,0.00586419,-34.2007
5767,1,0.00391358,-41.5884
5767,2,0.00980633,-33.878
5767,3,0.011023,-27.7989
5767,4,0.0146305,-13.7457
5767,5,0.0162144,1.03678
5767,6,0.0602409,8.9145
5767,7,0.0510799,16.8098
5767,8,0.0445387,14.7487
5767,9,0.0269535,6.39632
5767,10,0.0267462,-2.87258
5767,11,0.014296,-19.0398
5767,12,0.00605567,-29.885
5766,1,0.0113956,-27.937
5766,2,0.00386128,-27.6868
5766,3,0.0144364,-28.8179
5766,4,0.0212293,-7.65571
5766,5,0.0244972,-1.98709
5766,6,0.0611693,8.77573
5766,7,0.0823868,14.8516
5766,8,0.0668034,14.0173
5766,9,0.0551312,5.14641
5766,10,0.0118172,-4.64315
5766,11,0.0211776,-15.512
5766,12,0.0116401,-26.1589
5765,1,0.00616714,-32.3069
5765,2,0.0147074,-27.4053
5765,3,0.00695158,-21.4288
5765,4,0.0182368,-13.5858
5765,5,0.0192279,-3.03262
5765,6,0.0346694,8.85255
5765,7,0.0376144,15.7258
5765,8,0.0322335,15.3265
5765,9,0.02996,5.98466
5765,10,0.0231337,-10.5681
5765,11,0.0247747,-20.0939
5765,12,0.0214345,-28.0998
5764,1,0.0176998,-35.658
5764,2,0.0079974,-32.9108
5764,3,0.0178874,-15.2038
5764,4,0.0180525,-9.32237
5764,5,0.0205798,-1.20657
5764,6,0.0385005,8.38068
5764,7,0.0830361,14.819
5764,8,0.076943,14.3846
5764,9,0.045581,6.35304
5764,10,0.0318654,-5.82919
5764,11,0.0217691,-18.4661
5764,12,0.00801681,-33.7255
5763,1,0.0162213,-29.1581
5763,2,0.00816857,-28.0617
5763,3,0.0174223,-26.1976
5763,4,0.0220492,-11.9213
5763,5,0.0166138,-1.21634
5763,6,0.0445708,9.86103
5763,7,0.0945834,14.9098
5763,8,0.0560937,14.0454
5763,9,0.0355491,6.20021
5763,10,0.0402424,-5.7449
5763,11,0.0201166,-20.9135
5763,12,0.0189995,-24.1567
5762,1,0.0124474,-23.4012
5762,2,0.00761173,-21.0891
5762,3,0.0100721,-21.3574
5762,4,0.0145905,-11.2863
5762,5,0.0157258,0.743593
5762,6,0.05225,8.37772
5762,7,0.0293994,13.0438
5762,8,0.0561794,13.6289
5762,9,0.0564657,6.40459
5762,10,0.0245844,-6.41058
5762,11,0.0277065,-22.0218
5762,12,0.00474563,-33.0283
5761,1,0.0162244,-23.7249
5761,2,0.0086783,-27.267
5761,3,0.0192649,-19.4974
5761,4,0.0124472,-15.6101
5761,5,0.0165807,-2.6311
5761,6,0.04395,8.59861
5761,7,0.0566911,12.4251
5761,8,0.0314794,11.7387
5761,9,0.03645,3.71541
5761,10,0.0361635,-13.1116
5761,11,0.0118884,-20.9832
5761,12,0.0127434,-22.1463
5760,1,0.0134101,-28.9885
5760,2,0.00825003,-28.7103
5760,3,0.0105576,-27.9211
5760,4,0.0137137,-14.5902
5760,5,0.0105897,-3.30655
5760,6,0.0214197,8.35282
5760,7,0.0392386,13.56
5760,8,0.0456691,12.514
5760,9,0.0429288,7.16759
5760,10,0.0313056,-5.9399
5760,11,0.0236735,-20.2048
5760,12,0.014369,-26.0147
5759,1,0.0141029,-28.6228
5759,2,0.00910138,-29.5183
5759,3,0.0205013,-11.4504
5759,4,0.0237833,-13.6116
5759,5,0.0182064,-4.04889
5759,6,0.0499353,10.6219
5759,7,0.0707877,14.8012
5759,8,0.0600328,13.6024
5759,9,0.0519502,5.28627
5759,10,0.0338728,-4.9591
5759,11,0.0175516,-16.8678
5759,12,0.012327,-32.4994
5758,1,0.0154334,-28.4659
5758,2,0.00544265,-33.7552
5758,3,0.0150966,-22.2896
5758,4,0.0091615,-16.8639
5758,5,0.0217548,-2.85824
5758,6,0.050421,6.19849
5758,7,0.0443049,15.0275
5758,8,0.0394871,13.8992
5758,9,0.0817064,5.43736
5758,10,0.0194116,-6.18096
5758,11,0.0116178,-23.5555
5758,12,0.00721742,-30.6871
5757,1,0.00842466,-39.1106
5757,2,0.00975419,-21.0756
5757,3,0.0116664,-30.5405
5757,4,0.0176104,-11.3358
5757,5,0.0200638,1.54175
5757,6,0.0373773,9.95341
5757,7,0.0572747,15.4226
5757,8,0.0439914,16.2986
5757,9,0.0862441,6.70918
5757,10,0.0305433,-4.97112
5757,11,0.0109165,-24.04
5757,12,0.0105276,-23.8723
5756,1,0.0133375,-17.6843
5756,2,0.00730539,-27.6958
5756,3,0.0106497,-21.8168
5756,4,0.0164247,-13.5167
5756,5,0.016379,-5.12845
5756,6,0.0554613,7.62348
5756,7,0.1079,14.6371
5756,8,0.0489266,13.7105
5756,9,0.0979931,6.13359
5756,10,0.02903,-2.36767
5756,11,0.0129108,-23.0904
5756,12,0.00806338,-31.8272
5755,1,0.00798798,-37.5117
5755,2,0.0103737,-28.1328
5755,3,0.0111723,-25.2127
5755,4,0.0142792,-21.2955
5755,5,0.0210513,-3.30453
5755,6,0.0226886,10.597
5755,7,0.0318267,17.4874
5755,8,0.0805641,12.3655
5755,9,0.0303127,5.71526
5755,10,0.0415872,-7.59161
5755,11,0.0172425,-18.0994
5755,12,0.0130962,-29.4962
5754,1,0.0139128,-45.6908
5754,2,0.00445282,-29.1729
5754,3,0.0119486,-25.9486
5754,4,0.0179708,-13.0687
5754,5,0.0220492,-2.42709
5754,6,0.0504907,7.38074
5754,7,0.0581794,15.3598
5754,8,0.0581946,14.7629
5754,9,0.0615862,6.57555
5754,10,0.0365526,-7.43743
5754,11,0.0195993,-17.3476
5754,12,0.0137943,-32.4142
5753,1,0.0129784,-31.0937
5753,2,0.00724297,-26.8571
5753,3,0.0133418,-28.7091
5753,4,0.0182338,-14.8702
5753,5,0.0302988,-2.76797
5753,6,0.0289857,6.54365
5753,7,0.0531623,13.9355
5753,8,0.0568207,14.0962
5753,9,0.0523412,5.24165
5753,10,0.0281869,-3.98559
5753,11,0.0220712,-17.0777
5753,12,0.00864078,-35.2951
5752,1,0.00920081,-32.9933
5752,2,0.00986051,-19.4843
5752,3,0.0156004,-21.435
5752,4,0.0249209,-20.4065
5752,5,0.0162769,-2.53784
5752,6,0.0409014,6.88554
5752,7,0.0414044,14.2536
5752,8,0.0540917,14.5948
5752,9,0.0494883,3.39272
5752,10,0.0361257,-2.46487
5752,11,0.0186899,-18.943
5752,12,0.0126574,-34.0442
5751,1,0.00901176,-27.6377
5751,2,0.006338,-31.4272
5751,3,0.0083716,-25.078
5751,4,0.0163528,-14.9222
5751,5,0.0219197,-1.13128
5751,6,0.0283232,8.27915
5751,7,0.0912347,14.4126
5751,8,0.0610621,12.7202
5751,9,0.0399861,6.196
5751,10,0.0292994,-7.09884
5751,11,0.0116349,-21.809
5751,12,0.021333,-28.7245
5750,1,0.0101294,-24.3363
5750,2,0.0119881,-21.7235
5750,3,0.00767609,-29.2756
5750,4,0.0194291,-12.9315
5750,5,0.0126081,-1.54452
5750,6,0.0591636,7.01179
5750,7,0.0567741,14.6711
5750,8,0.0446382,12.7432
5750,9,0.0255091,4.4799
5750,10,0.0233428,-8.38262
5750,11,0.0144764,-21.9424
5750,12,0.017227,-26.9785
5749,1,0.0088962,-26.7247
5749,2,0.00521365,-23.5603
5749,3,0.00786034,-19.8042
5749,4,0.012068,-18.175
5749,5,0.0293227,-1.69861
5749,6,0.031282,7.61146
5749,7,0.0674913,15.5277
5749,8,0.0464093,12.5259
5749,9,0.0515337,4.97792
5749,10,0.0277867,-10.4495
5749,11,0.0182697,-18.1637
5749,12,0.0152073,-31.3548
5748,1,0.00677515,-22.1178
5748,2,0.0112624,-18.4773
5748,3,0.0127408,-20.5033
5748,4,0.0181374,-9.74955
5748,5,0.0203408,-1.83096
5748,6,0.0280046,8.16804
5748,7,0.0600301,12.0349
5748,8,0.0230859,11.4519
5748,9,0.0465126,2.83159
5748,10,0.0301129,-2.9204
5748,11,0.0207975,-25.0284
5748,12,0.014385,-25.689
5747,1,0.00924056,-38.4913
5747,2,0.00765969,-20.2278
5747,3,0.00768544,-24.2712
5747,4,0.00982898,-15.5777
5747,5,0.0188415,-2.21054
5747,6,0.0687689,7.5676
5747,7,0.0749417,14.3127
5747,8,0.0426224,13.0235
5747,9,0.0598058,5.18144
5747,10,0.0291185,-10.2122
5747,11,0.0217766,-19.147
5747,12,0.0164518,-23.4315
5746,1,0.00996393,-34.4828
5746,2,0.00647981,-32.9632
5746,3,0.0119673,-24.9164
5746,4,0.0158446,-13.8543
5746,5,0.0126557,-6.84778
5746,6,0.0600966,7.22584
5746,7,0.0710547,13.8721
5746,8,0.055245,12.0235
5746,9,0.0497837,5.24788
5746,10,0.0297353,-16.5881
5746,11,0.0215497,-20.0768
5746,12,0.012587,-25.6037
5745,1,0.0203356,-30.9729
5745,2,0.00697294,-33.5935
5745,3,0.00798381,-31.709
5745,4,0.0169477,-12.515
5745,5,0.0148864,-0.810728
5745,6,0.0303833,10.9408
5745,7,0.0591846,13.7547
5745,8,0.0342757,12.1886
5745,9,0.0569296,1.86433
5745,10,0.02863,-6.61321
5745,11,0.0230657,-22.75
5745,12,0.0214146,-26.5714
5744,1,0.00987545,-34.4625
5744,2,0.0115097,-21.0254
5744,3,0.0185445,-25.5054
5744,4,0.0183199,-12.198
5744,5,0.0283553,-0.551664
5744,6,0.0236635,7.8473
5744,7,0.0611646,15.9858
5744,8,0.0620491,12.2795
5744,9,0.0605488,6.34254
5744,10,0.0187271,-5.39513
5744,11,0.0167865,-15.1622
5744,12,0.00766347,-26.1359
5743,1,0.0102146,-37.6388
5743,2,0.00549197,-27.4523
5743,3,0.0125155,-27.0253
5743,4,0.0107051,-20.1587
5743,5,0.0133466,-6.10711
5743,6,0.0383658,6.63865
5743,7,0.108401,12.4977
5743,8,0.0696947,13.9675
5743,9,0.0408755,5.13603
5743,10,0.0249232,-9.4544
5743,11,0.00907224,-30.8498
5743,12,0.00913882,-22.3884
5742,1,0.00722064,-33.1293
5742,2,0.00955778,-24.1374
5742,3,0.0186743,-26.0995
5742,4,0.0218773,-16.3079
5742,5,0.0209616,-1.13681
5742,6,0.0389522,7.27152
5742,7,0.0645363,13.8891
5742,8,0.0277892,13.0235
5742,9,0.0526383,3.63353
5742,10,0.0283917,-8.27071
5742,11,0.0176726,-12.872
5742,12,0.0185825,-17.7742
5741,1,0.00965079,-28.797
5741,2,0.0101096,-23.0542
5741,3,0.0105193,-31.0114
5741,4,0.0151029,-14.9347
5741,5,0.0209283,-5.41507
5741,6,0.0481969,7.9123
5741,7,0.0742466,13.1851
5741,8,0.0970755,12.5607
5741,9,0.0595093,4.18541
5741,10,0.0304783,-5.68114
5741,11,0.0172492,-21.0815
5741,12,0.00708802,-28.852
5740,1,0.00832855,-28.6312
5740,2,0.00794885,-22.0221
