"years_forcing","months_forcing","precipforc_1","tsaforc_1"
7725,6,0.0634494,15.419
7725,7,0.0574353,19.1119
7725,8,0.100923,17.9795
7725,9,0.0953612,9.14066
7725,10,0.0894122,-5.65082
7725,11,0.0437267,-15.0281
7725,12,0.0203437,-38.7051
7724,1,0.020941,-27.9702
7724,2,0.0223018,-22.3212
7724,3,0.0220775,-16.2405
7724,4,0.0346301,-3.02292
7724,5,0.0578108,10.7471
7724,6,0.117625,14.7748
7724,7,0.124229,19.5127
7724,8,0.0937875,16.7471
7724,9,0.0451851,8.97382
7724,10,0.0555226,-1.69794
7724,11,0.0567751,-15.8838
7724,12,0.0242889,-25.1936
7723,1,0.0454857,-19.3609
7723,2,0.0197152,-24.3044
7723,3,0.0412938,-14.589
7723,4,0.0535173,-1.6421
7723,5,0.0386442,7.30623
7723,6,0.0907071,14.6152
7723,7,0.100419,20.7727
7723,8,0.168805,17.6249
7723,9,0.173451,9.5265
7723,10,0.0534779,-2.70468
7723,11,0.0615867,-13.5642
7723,12,0.0251971,-21.9032
7722,1,0.0170667,-31.3851
7722,2,0.0176631,-19.2721
7722,3,0.022354,-23.4748
7722,4,0.0294518,-7.57725
7722,5,0.0155819,3.5706
7722,6,0.0991569,15.118
7722,7,0.10783,16.7329
7722,8,0.131479,17.1288
7722,9,0.107784,12.0236
7722,10,0.0588814,1.09018
7722,11,0.046212,-10.0326
7722,12,0.0199858,-37.1669
7721,1,0.0534807,-37.8988
7721,2,0.0106279,-18.2849
7721,3,0.0341416,-17.2786
7721,4,0.0445396,-6.01053
7721,5,0.068898,7.39955
7721,6,0.0519929,14.4584
7721,7,0.0841653,20.5627
7721,8,0.0532651,17.0826
7721,9,0.0591939,11.6237
7721,10,0.0387534,0.696319
7721,11,0.0477372,-8.25945
7721,12,0.0374468,-23.9481
7720,1,0.0115305,-27.6132
7720,2,0.0198126,-14.4547
7720,3,0.0238775,-16.1571
7720,4,0.0379953,-5.0199
7720,5,0.0456529,5.31144
7720,6,0.0769262,16.0303
7720,7,0.114769,18.6527
7720,8,0.0429248,16.8797
7720,9,0.0297641,9.51124
7720,10,0.0384596,0.944579
7720,11,0.0605089,-9.62707
7720,12,0.0265392,-29.6168
7719,1,0.0322353,-25.7136
7719,2,0.0134534,-29.1983
7719,3,0.0178112,-13.1565
7719,4,0.0363618,-3.66385
7719,5,0.0314159,7.17335
7719,6,0.123182,14.6268
7719,7,0.141341,19.656
7719,8,0.111637,18.9297
7719,9,0.0921336,9.88923
7719,10,0.0470551,2.91296
7719,11,0.0405017,-10.191
7719,12,0.0322318,-27.0203
7718,1,0.02578,-20.679
7718,2,0.0106009,-30.7399
7718,3,0.0229534,-18.2041
7718,4,0.022589,-10.5084
7718,5,0.0176445,3.00691
7718,6,0.0233144,15.7016
7718,7,0.0699613,22.6244
7718,8,0.0897982,19.1276
7718,9,0.0251447,12.6094
7718,10,0.0265184,3.52914
7718,11,0.0427656,-12.3575
7718,12,0.0252265,-18.1641
7717,1,0.0202951,-21.5898
7717,2,0.0161135,-21.4957
7717,3,0.0184467,-15.2355
7717,4,0.0323226,1.24362
7717,5,0.0500597,6.00892
7717,6,0.0417061,15.6538
7717,7,0.0645317,23.385
7717,8,0.0942648,18.7656
7717,9,0.0397765,10.6493
7717,10,0.0587559,4.10928
7717,11,0.0272329,-9.01885
7717,12,0.0315255,-20.3547
7716,1,0.0238678,-26.6866
7716,2,0.0210957,-33.9456
7716,3,0.0279916,-20.7056
7716,4,0.0298873,-5.92017
7716,5,0.0432378,1.04915
7716,6,0.124746,16.244
7716,7,0.12293,21.4024
7716,8,0.115181,17.0036
7716,9,0.0871716,11.6447
7716,10,0.055978,2.72748
7716,11,0.0478632,-9.20183
7716,12,0.0273287,-30.1837
7715,1,0.030942,-23.5721
7715,2,0.011359,-29.4727
7715,3,0.0157632,-23.8853
7715,4,0.0267189,-6.84055
7715,5,0.0495884,4.65898
7715,6,0.0675837,14.151
7715,7,0.142806,20.7645
7715,8,0.123564,17.6141
7715,9,0.0580274,12.6979
7715,10,0.0466182,1.55517
7715,11,0.0352277,-15.9195
7715,12,0.0296829,-29.6412
7714,1,0.0240231,-33.5281
7714,2,0.0180765,-21.987
7714,3,0.0202702,-18.5446
7714,4,0.0235285,-13.4272
7714,5,0.0183063,5.39671
7714,6,0.0551996,16.2927
7714,7,0.15005,20.7169
7714,8,0.0638964,17.6368
7714,9,0.0815695,10.2242
7714,10,0.0459788,2.90948
7714,11,0.0259792,-19.2259
7714,12,0.0257766,-29.827
7713,1,0.0171385,-29.3462
7713,2,0.019324,-22.4306
7713,3,0.0224265,-23.1741
7713,4,0.0342899,-9.1503
7713,5,0.0576929,1.88047
7713,6,0.0252427,13.4079
7713,7,0.111372,21.3215
7713,8,0.123132,16.2258
7713,9,0.0741986,11.8917
7713,10,0.0411741,-1.62354
7713,11,0.0348816,-9.97866
7713,12,0.0231144,-24.9986
7712,1,0.0364251,-20.0516
7712,2,0.0220293,-30.092
7712,3,0.0339703,-15.4591
7712,4,0.0745802,-2.2576
7712,5,0.037879,4.4615
7712,6,0.0559981,16.9904
7712,7,0.100707,20.5012
7712,8,0.118736,18.6754
7712,9,0.0843438,11.5418
7712,10,0.0542588,-2.63645
7712,11,0.0275286,-13.0908
7712,12,0.0077271,-36.168
7711,1,0.0157882,-30.4406
7711,2,0.0204532,-23.8544
7711,3,0.0298711,-24.0868
7711,4,0.0287339,-5.30021
7711,5,0.0586884,7.26579
7711,6,0.0261133,14.9245
7711,7,0.151086,21.704
7711,8,0.0729438,18.4439
7711,9,0.0568424,12.0984
7711,10,0.0515244,2.92966
7711,11,0.0565766,-14.6253
7711,12,0.034453,-23.9007
7710,1,0.0203542,-23.1126
7710,2,0.0154792,-18.4771
7710,3,0.03101,-12.5428
7710,4,0.0238629,-8.00355
7710,5,0.0143617,6.63673
7710,6,0.0494824,16.4253
7710,7,0.0560627,22.1835
7710,8,0.0972883,17.6024
7710,9,0.097235,10.0333
7710,10,0.0724164,0.99237
7710,11,0.0555168,-16.3756
7710,12,0.0229762,-26.6967
7709,1,0.026957,-23.6704
7709,2,0.0170607,-22.6418
7709,3,0.0190581,-25.115
7709,4,0.017584,-8.91306
7709,5,0.028864,6.25032
7709,6,0.0875914,17.3195
7709,7,0.125912,20.4814
7709,8,0.0620191,18.3595
7709,9,0.051296,10.4288
7709,10,0.0402715,-1.35303
7709,11,0.0277543,-22.9001
7709,12,0.0205515,-19.7981
7708,1,0.0302402,-20.7725
7708,2,0.0154279,-24.1057
7708,3,0.0225242,-16.6788
7708,4,0.0362831,-6.64222
7708,5,0.0403609,2.53898
7708,6,0.0458874,15.5154
7708,7,0.115888,21.5059
7708,8,0.110425,17.6617
7708,9,0.0689623,9.0583
7708,10,0.0452702,2.49179
7708,11,0.0313931,-19.4021
7708,12,0.0283485,-25.8029
7707,1,0.0213646,-25.8721
7707,2,0.00922446,-35.2554
7707,3,0.0490709,-20.3043
7707,4,0.0272303,-12.493
7707,5,0.0256745,5.11049
7707,6,0.108234,16.0761
7707,7,0.123876,21.4051
7707,8,0.0950368,17.9326
7707,9,0.0592622,7.0348
7707,10,0.0443193,1.1622
7707,11,0.05077,-14.1759
7707,12,0.0350539,-28.4877
7706,1,0.029517,-37.1924
7706,2,0.0146974,-19.8996
7706,3,0.0194242,-14.3456
7706,4,0.0317561,-5.82386
7706,5,0.0603981,3.39769
7706,6,0.0831575,14.0727
7706,7,0.0875633,21.8758
7706,8,0.0824977,16.9536
